DP_1TF_30m_sess9: L_S_B	DP_1TF_30m_sess9: POI_Switch	DP_1TF_30m_sess9: NATR	DP_1TF_30m_sess9: Fract	DP_1TF_30m_sess9: Filter1_Switch	DP_1TF_30m_sess9: Filter1_N1	DP_1TF_30m_sess9: Filter1_N2	DP_1TF_30m_sess9: Tsegment	All: Robustness Index	All: Perfect Profit Correlation	All: Pessimistic Return On Capital	All: Expectancy Score	All: TS Index	All: Return on Account	All: Required Account Size	All: Max Contracts Held	All: ProfitFactor	All: Max Intraday Drawdown	All: Avg Bars in Loser	All: Avg Bars in Winner	All: Max Consecutive Losers	All: Max Consecutive Winners	All: Avg Trade	All: Win/Loss Ratio	All: Avg Losing Trade	All: Avg Winning Trade	All: Max Losing Trade	All: Max Winning Trade	All: Losing Trades	All: Winning Trades	All: % Profitable	All: Total Trades	All: Gross Loss	All: Gross Profit	All: Net Profit	Test
1	3	55	1.20	7	8	15	2	-70.9206645	2674.8711777	0.0310865	1.4178149	81.8716981	127.9245283	2650.0000000	1	1.1501329	-2650.0000000	6	6	6	10	27.3387097	1.0423079	-389.3103333	405.7812500	-1410.0000000	1890.0000000	58	64	51.6129032	124	-22580.0000000	25970.0000000	3390.0000000	20415
1	5	25	1.35	28	4	5	0	108.0930849	10442.2165543	0.1064661	6.3502863	129.5859375	227.3437500	5120.0000000	1	1.5446888	-5120.0000000	9	10	3	8	118.7755102	1.0839921	-534.2500000	579.1228027	-1680.0000000	2440.0000000	40	57	58.1632653	98	-21370.0000000	33010.0000000	11640.0000000	20405
1	6	20	1.20	1	7	4	1	-1433.0181386	-416.8730673	-0.0041211	-1.7118222	-1.7399464	-15.8176944	3730.0000000	1	0.8964912	-3730.0000000	9	9	3	4	-26.8181818	0.8964912	-518.1818237	464.5454407	-2210.0000000	1730.0000000	11	11	50.0000000	22	-5700.0000000	5110.0000000	-590.0000000	20404
1	3	20	0.75	29	20	4	2	156.1175666	-76.7212898	0.0086579	-0.6498538	6.6785714	13.0952381	5880.0000000	1	1.0405690	-5880.0000000	6	6	6	6	8.1052632	0.8977458	-431.3636475	387.2549133	-1350.0000000	1530.0000000	44	51	53.6842105	95	-18980.0000000	19750.0000000	770.0000000	20402
1	2	5	3.00	3	8	3	0	363.3692928	392.1560407	0.0125751	0.3667561	7.4375000	43.7500000	3680.0000000	1	1.3163065	-3680.0000000	7	6	5	8	48.7878788	1.2388767	-318.1250000	394.1176453	-1540.0000000	1300.0000000	16	17	51.5151515	33	-5090.0000000	6700.0000000	1610.0000000	20398
2	7	55	1.50	9	2	11	1	92.9628070	995.3764283	0.0134000	0.1508676	5.5418719	61.5763547	2030.0000000	1	1.4111842	-2030.0000000	10	10	2	4	96.1538462	0.6271930	-760.0000000	476.6666565	-1720.0000000	960.0000000	4	9	69.2307692	13	-3040.0000000	4290.0000000	1250.0000000	20397
1	5	60	2.25	28	1	2	2	-59.1199310	12994.6167560	0.1181658	12.2768953	267.2123894	593.8053097	2260.0000000	1	2.3487437	-2260.0000000	6	6	4	6	181.3513514	1.4614405	-355.3571472	519.3333130	-1680.0000000	1630.0000000	28	45	60.8108108	74	-9950.0000000	23370.0000000	13420.0000000	20394
1	2	25	0.90	19	13	8	0	163.5197511	6194.4849141	0.0712089	4.1473203	95.8750000	184.3750000	4160.0000000	1	1.4525074	-4160.0000000	9	8	4	10	88.1609195	0.9776492	-484.2857056	473.4615479	-1820.0000000	2230.0000000	35	52	59.7701149	87	-16950.0000000	24620.0000000	7670.0000000	20383
2	5	25	0.90	26	11	13	2	77.3284087	-19.1572211	-0.0049695	-1.5272643	-1.2000000	-30.0000000	1900.0000000	1	0.7532468	-1900.0000000	6	6	5	3	-57.0000000	1.1298701	-385.0000000	435.0000000	-650.0000000	880.0000000	6	4	40.0000000	10	-2310.0000000	1740.0000000	-570.0000000	20381
2	5	35	1.50	16	2	10	0	0.0000000	390.9272811	0.0045398	0.0000000	7.5609756	378.0487805	410.0000000	1	100.0000000	-410.0000000	0	7	0	2	775.0000000	100.0000000	0.0000000	775.0000000	0.0000000	1130.0000000	0	2	100.0000000	2	0.0000000	1550.0000000	1550.0000000	20379
1	5	60	0.90	24	18	13	3	637.4800638	155.1321459	0.0005645	-1.3669227	1.6392157	8.6274510	2550.0000000	1	1.0406654	-2550.0000000	2	4	5	4	5.1162791	1.2597529	-235.2173920	296.3157959	-830.0000000	1080.0000000	23	19	44.1860465	43	-5410.0000000	5630.0000000	220.0000000	20377
1	7	5	2.55	1	5	11	1	391.4369739	1541.9028906	0.0086500	0.0000000	24.7142857	617.8571429	280.0000000	1	100.0000000	-280.0000000	0	10	0	4	432.5000000	100.0000000	0.0000000	432.5000000	0.0000000	650.0000000	0	4	100.0000000	4	0.0000000	1730.0000000	1730.0000000	20375
2	1	40	0.75	7	2	3	2	641.1228070	-412.8974921	-0.0046286	-1.6150684	-0.7782101	-19.4552529	2570.0000000	1	0.7844828	-2570.0000000	5	4	4	2	-50.0000000	1.1767242	-386.6666565	455.0000000	-700.0000000	1040.0000000	6	4	40.0000000	10	-2320.0000000	1820.0000000	-500.0000000	20374
2	5	10	1.35	25	11	2	3	190.0471178	-69.4995016	0.0146092	-1.4028857	15.6716418	87.0646766	2010.0000000	1	1.4475703	-2010.0000000	2	4	4	6	54.6875000	1.1258881	-279.2857056	314.4444580	-1470.0000000	2790.0000000	14	18	56.2500000	32	-3910.0000000	5660.0000000	1750.0000000	20373
1	4	20	2.70	7	10	8	1	194.2406578	10838.6309357	0.1104452	7.3345883	141.7124464	267.3819742	4660.0000000	1	1.5638009	-4660.0000000	11	11	6	8	127.1428571	1.2982498	-502.2727356	652.0755005	-1730.0000000	2470.0000000	44	53	54.0816327	98	-22100.0000000	34560.0000000	12460.0000000	20372
1	6	25	1.65	4	1	4	1	193.5905715	6061.0955943	0.0508828	5.2145544	53.7362637	358.2417582	1820.0000000	1	3.4696970	-1820.0000000	10	10	3	6	271.6666667	1.8505051	-330.0000000	610.6666870	-1030.0000000	2010.0000000	8	15	62.5000000	24	-2640.0000000	9160.0000000	6520.0000000	20371
1	1	55	1.20	24	1	4	1	164.4446206	11985.0079092	0.1170818	7.8782636	155.1401869	310.2803738	4280.0000000	1	1.6396917	-4280.0000000	11	11	5	5	144.3478261	1.3445472	-506.3414612	680.7999878	-1190.0000000	2470.0000000	41	50	54.3478261	92	-20760.0000000	34040.0000000	13280.0000000	20369
2	5	5	0.90	21	3	10	3	83.4795322	972.3701870	0.0100768	1.2100366	25.1612903	96.7741935	1240.0000000	1	1.3458213	-1240.0000000	2	3	5	4	23.5294118	1.1905342	-150.8695679	179.6153870	-320.0000000	710.0000000	23	26	50.9803922	51	-3470.0000000	4670.0000000	1200.0000000	20367
1	5	55	2.40	8	6	6	2	-9.9917032	10992.9109442	0.1025650	10.8037096	230.5948276	501.2931034	2320.0000000	1	2.0961357	-2320.0000000	6	6	4	6	149.1025641	1.4126133	-342.2580566	483.4782715	-1680.0000000	1630.0000000	31	46	58.9743590	78	-10610.0000000	22240.0000000	11630.0000000	20366
1	6	50	3.00	24	17	19	1	106.7371485	1904.6247781	0.0114500	0.0000000	25.4444444	636.1111111	360.0000000	1	100.0000000	-360.0000000	0	9	0	4	572.5000000	100.0000000	0.0000000	572.5000000	0.0000000	1460.0000000	0	4	100.0000000	4	0.0000000	2290.0000000	2290.0000000	20363
1	4	55	0.75	9	2	1	0	-317.6188852	525.3462675	0.0402787	2.3204303	23.6457990	76.2767710	6070.0000000	1	1.4115556	-6070.0000000	9	9	7	8	82.6785714	1.1383512	-450.0000000	512.2580566	-1570.0000000	1820.0000000	25	31	55.3571429	56	-11250.0000000	15880.0000000	4630.0000000	20362
2	5	5	0.90	12	8	14	3	154.3243243	4124.9297751	0.0344208	9.5211592	103.7922078	576.6233766	770.0000000	1	3.8831169	-770.0000000	2	5	3	4	134.5454545	3.0202021	-110.0000000	332.2222290	-280.0000000	1660.0000000	14	18	54.5454545	33	-1540.0000000	5980.0000000	4440.0000000	20360
2	3	20	1.50	6	20	17	1	-38.6642044	555.8384354	0.0065409	-0.8639566	8.5500000	35.6250000	3200.0000000	1	1.0970213	-3200.0000000	9	9	5	4	20.7272727	1.3712766	-391.6666565	537.0833130	-1080.0000000	2050.0000000	30	24	43.6363636	55	-11750.0000000	12890.0000000	1140.0000000	20359
3	5	60	1.35	7	9	10	0	176.0249697	11227.9459649	0.1074019	6.3585540	201.2606061	239.5959596	4950.0000000	1	1.2803783	-4950.0000000	9	10	5	8	72.3170732	1.1889227	-542.3076782	644.7619019	-1730.0000000	2470.0000000	78	84	51.2195122	164	-42300.0000000	54160.0000000	11860.0000000	20358
2	6	25	1.05	2	19	3	1	1120.2414639	-200.4458156	-0.0089922	-2.4558219	-3.6283368	-19.0965092	4870.0000000	1	0.9174067	-4870.0000000	10	10	4	4	-22.6829268	1.0622604	-511.8181763	543.6842041	-970.0000000	2430.0000000	22	19	46.3414634	41	-11260.0000000	10330.0000000	-930.0000000	20355
1	6	25	2.10	32	1	13	0	232.8606422	2209.0004975	0.0217239	0.1778831	15.3941909	109.9585062	2410.0000000	1	1.5626327	-2410.0000000	10	8	3	6	110.4166667	1.1161662	-471.0000000	525.7142944	-1190.0000000	2430.0000000	10	14	58.3333333	24	-4710.0000000	7360.0000000	2650.0000000	20348
2	2	25	0.75	4	4	4	3	490.5142166	-91.1833634	-0.0036221	-1.7077023	-3.8926174	-38.9261745	1490.0000000	1	0.7114428	-1490.0000000	3	2	3	6	-30.5263158	0.6402985	-223.3333282	143.0000000	-1060.0000000	410.0000000	9	10	52.6315789	19	-2010.0000000	1430.0000000	-580.0000000	20347
1	6	30	2.25	5	1	1	3	-138.0695184	2238.7639458	0.0190774	0.8140050	18.5970149	132.8358209	2010.0000000	1	1.9468085	-2010.0000000	4	5	4	5	86.1290323	2.2249240	-176.2500000	392.1428528	-710.0000000	2290.0000000	16	14	45.1612903	31	-2820.0000000	5490.0000000	2670.0000000	20345
3	3	15	2.70	5	14	4	1	192.9304743	1935.2002472	0.0255689	0.7452560	11.3142857	56.5714286	5250.0000000	1	1.3123028	-5250.0000000	10	10	3	4	82.5000000	1.0498423	-594.3750000	624.0000000	-1800.0000000	1790.0000000	16	20	55.5555556	36	-9510.0000000	12480.0000000	2970.0000000	20342
3	5	25	0.90	4	10	16	2	-97.6500074	907.0460793	0.0104594	-0.2843765	16.3402985	35.5223881	3350.0000000	1	1.0617540	-3350.0000000	6	6	4	4	12.7956989	1.0386724	-428.2222290	444.7826233	-1630.0000000	1520.0000000	45	46	49.4623656	93	-19270.0000000	20460.0000000	1190.0000000	20338
1	2	55	2.25	9	19	20	2	-225.8500797	2627.8476263	0.0228999	1.7072523	21.0000000	300.0000000	1100.0000000	1	3.7731092	-1100.0000000	5	6	2	6	330.0000000	1.6170469	-396.6666565	641.4285889	-760.0000000	1630.0000000	3	7	70.0000000	10	-1190.0000000	4490.0000000	3300.0000000	20337
1	2	50	2.10	18	19	15	0	287.5907486	2706.5840586	0.0303662	0.7864046	16.0929368	123.7918216	2690.0000000	1	1.8975741	-2690.0000000	11	10	2	6	185.0000000	0.7298362	-742.0000000	541.5384521	-1540.0000000	1820.0000000	5	13	72.2222222	18	-3710.0000000	7040.0000000	3330.0000000	20336
2	3	40	0.90	17	1	11	3	737.8776209	121.1732258	0.0065380	-2.0742272	10.2792023	23.3618234	3510.0000000	1	1.0638132	-3510.0000000	4	4	5	5	8.8172043	1.1121683	-279.3478394	310.6818237	-1500.0000000	2390.0000000	46	44	47.3118280	93	-12850.0000000	13670.0000000	820.0000000	20332
2	5	25	0.60	34	8	4	3	163.7650648	3805.3549128	0.0387502	4.9226478	81.1764706	270.5882353	1700.0000000	1	1.8630394	-1700.0000000	5	5	4	5	85.1851852	1.4904316	-222.0833282	331.0000000	-760.0000000	1660.0000000	24	30	55.5555556	54	-5330.0000000	9930.0000000	4600.0000000	20331
1	6	25	0.60	4	3	14	0	35.7203577	12925.5290882	0.1222514	10.9759388	228.8987342	586.9198312	2370.0000000	1	2.7765006	-2370.0000000	9	8	3	6	239.8275862	1.3526542	-412.1052551	557.4359131	-1530.0000000	1730.0000000	19	39	67.2413793	58	-7830.0000000	21740.0000000	13910.0000000	20325
1	5	5	2.10	2	9	13	1	315.4731273	2661.4390186	0.0253090	1.0652329	14.1717791	64.4171779	4890.0000000	1	1.3011472	-4890.0000000	10	10	8	6	71.5909091	1.2420041	-498.0952454	618.6363525	-1860.0000000	1730.0000000	21	22	50.0000000	44	-10460.0000000	13610.0000000	3150.0000000	20319
1	4	60	2.10	9	11	13	1	99.1427021	5029.4756707	0.0471268	2.4986894	35.0367893	194.6488294	2990.0000000	1	1.6945107	-2990.0000000	10	11	3	4	181.8750000	1.3179529	-598.5714111	788.8889160	-1740.0000000	1850.0000000	14	18	56.2500000	32	-8380.0000000	14200.0000000	5820.0000000	20312
2	6	5	2.70	9	7	4	0	474.3940311	99.5730566	0.0066533	-1.4114228	2.9436090	32.7067669	2660.0000000	1	1.2061611	-2660.0000000	8	8	3	3	48.3333333	1.0721432	-527.5000000	565.5555420	-1280.0000000	2790.0000000	8	9	50.0000000	18	-4220.0000000	5090.0000000	870.0000000	20310
1	5	5	2.85	12	9	5	0	187.3261548	9026.7176449	0.0912379	10.8621975	149.9153094	340.7166124	3070.0000000	1	2.1308108	-3070.0000000	7	7	7	5	137.6315789	1.5496806	-289.0625000	447.9545593	-1050.0000000	1970.0000000	32	44	57.8947368	76	-9250.0000000	19710.0000000	10460.0000000	20302
3	5	30	1.20	18	1	9	1	138.5246786	7814.4538507	0.0852229	4.8599573	104.2083333	170.8333333	5520.0000000	1	1.3347533	-5520.0000000	10	10	8	8	83.4513274	1.1378224	-541.7307739	616.3934326	-1550.0000000	2280.0000000	52	61	53.9823009	113	-28170.0000000	37600.0000000	9430.0000000	20301
2	5	45	1.50	11	2	4	1	-163.9234450	163.4570661	0.0158191	0.3686319	12.9684211	61.7543860	2850.0000000	1	1.2077922	-2850.0000000	10	10	4	5	46.3157895	0.9777365	-498.2352905	487.1428528	-1390.0000000	1270.0000000	17	21	55.2631579	38	-8470.0000000	10230.0000000	1760.0000000	20299
2	5	40	1.50	13	2	15	0	-868.1871345	155.5214925	0.0037768	-1.6097158	1.6530612	6.1224490	4900.0000000	1	1.0258621	-4900.0000000	9	9	4	5	5.8823529	0.9118774	-483.3333435	440.7407532	-1870.0000000	2390.0000000	24	27	52.9411765	51	-11600.0000000	11900.0000000	300.0000000	20296
2	2	60	2.55	9	11	19	1	-188.5655315	-218.7067622	-0.0030179	-1.0315498	-1.5532995	-25.8883249	1970.0000000	1	0.8551136	-1970.0000000	10	10	2	2	-42.5000000	0.8551136	-586.6666870	501.6666565	-800.0000000	1010.0000000	6	6	50.0000000	12	-3520.0000000	3010.0000000	-510.0000000	20283
1	5	60	2.10	26	18	4	0	84.3820136	8401.9529650	0.0771457	9.1018821	150.5739130	386.0869565	2300.0000000	1	1.9988751	-2300.0000000	6	7	5	12	130.5882353	1.4350898	-317.5000000	455.6410217	-1270.0000000	1080.0000000	28	39	57.3529412	68	-8890.0000000	17770.0000000	8880.0000000	20276
2	5	20	2.55	8	2	2	3	-200.3508772	-104.5299853	0.0019331	-0.4683698	-0.4897959	-24.4897959	980.0000000	1	0.7333333	-980.0000000	12	7	1	2	-80.0000000	0.3666667	-900.0000000	330.0000000	-900.0000000	530.0000000	1	2	66.6666667	3	-900.0000000	660.0000000	-240.0000000	20273
2	2	30	2.85	9	7	2	0	13.0948286	-653.5405644	-0.0135981	-2.7050237	-2.1828794	-19.8443580	7710.0000000	1	0.8200000	-7710.0000000	10	10	5	3	-61.2000000	1.0436363	-607.1428833	633.6363525	-2670.0000000	2790.0000000	14	11	44.0000000	25	-8500.0000000	6970.0000000	-1530.0000000	20271
1	2	25	2.10	7	4	15	1	132.5155408	7333.5007225	0.0631698	3.5616771	49.4427481	290.8396947	2620.0000000	1	2.5519348	-2620.0000000	10	10	2	10	293.0769231	1.2009105	-613.7500000	737.0588379	-1850.0000000	1870.0000000	8	17	65.3846154	26	-4910.0000000	12530.0000000	7620.0000000	20268
2	6	25	2.10	22	4	13	0	0.0000000	-2172.3188816	-0.0101436	-1.6423358	-0.0000000	-98.7654321	2430.0000000	1	-0.0000000	-2430.0000000	12	0	3	0	-800.0000000	-0.0000000	-800.0000000	0.0000000	-1470.0000000	0.0000000	3	0	0.0000000	3	-2400.0000000	0.0000000	-2400.0000000	20267
1	2	20	2.70	3	10	19	1	-287.0699136	585.9271970	0.0089005	-0.2712714	0.9537367	23.8434164	2810.0000000	1	1.2500000	-2810.0000000	10	9	1	4	111.6666667	0.6250000	-1340.0000000	837.5000000	-2320.0000000	1500.0000000	2	4	66.6666667	6	-2680.0000000	3350.0000000	670.0000000	20261
2	6	20	0.90	32	2	20	2	-7613.3333333	-8.0840617	-0.0018268	-1.7223289	-0.3157895	-2.8708134	2090.0000000	1	0.9854015	-2090.0000000	6	6	4	2	-2.4000000	1.2541473	-293.5714417	368.1818237	-760.0000000	1270.0000000	14	11	44.0000000	25	-4110.0000000	4050.0000000	-60.0000000	20253
2	5	20	2.10	23	4	17	2	-75.9572007	-3220.2842866	-0.0273305	-3.8805708	-3.2572707	-81.4317673	4470.0000000	1	0.2086957	-4470.0000000	6	5	5	1	-242.6666667	0.5739130	-418.1818237	240.0000000	-1620.0000000	510.0000000	11	4	26.6666667	15	-4600.0000000	960.0000000	-3640.0000000	20245
3	6	25	2.10	17	8	1	1	138.8323506	4448.1959435	0.0366131	2.4868097	35.8243243	325.6756757	1480.0000000	1	2.7463768	-1480.0000000	10	10	2	8	283.5294118	1.4980237	-460.0000000	689.0908813	-1190.0000000	1870.0000000	6	11	64.7058824	17	-2760.0000000	7580.0000000	4820.0000000	20244
2	7	10	1.35	23	18	6	2	0.0000000	-55.0920768	-0.0007422	-1.0311469	0.1590909	7.9545455	880.0000000	1	1.0958904	-880.0000000	6	6	2	1	14.0000000	1.6438357	-243.3333282	400.0000000	-340.0000000	620.0000000	3	2	40.0000000	5	-730.0000000	800.0000000	70.0000000	20241
1	2	45	0.90	13	10	4	0	-285.6487754	2906.7772734	0.0315840	1.2743496	16.7667984	79.8418972	5060.0000000	1	1.3768657	-5060.0000000	9	9	4	6	96.1904762	1.3768656	-510.4761963	702.8571167	-1790.0000000	2300.0000000	21	21	50.0000000	42	-10720.0000000	14760.0000000	4040.0000000	20238
3	5	25	2.55	23	10	3	2	-196.5419252	1714.0950611	0.0211513	1.0115837	13.6370370	97.4074074	2700.0000000	1	1.6848958	-2700.0000000	5	6	3	6	105.2000000	1.2034970	-384.0000000	462.1428528	-1760.0000000	1610.0000000	10	14	56.0000000	25	-3840.0000000	6470.0000000	2630.0000000	20235
1	1	40	0.90	4	19	10	0	722.5925002	3840.1157871	0.0377310	2.4516547	65.4587459	139.2739274	3030.0000000	1	1.2579462	-3030.0000000	8	8	5	7	47.9545455	1.0973574	-399.0243835	437.8723450	-2060.0000000	1570.0000000	41	47	53.4090909	88	-16360.0000000	20580.0000000	4220.0000000	20234
3	5	25	1.95	4	19	2	0	1474.1144833	912.0703770	0.0126030	-0.6389130	15.7890071	24.2907801	5640.0000000	1	1.0444372	-5640.0000000	8	8	4	5	10.5384615	1.0123007	-489.3650818	495.3846130	-2300.0000000	2220.0000000	63	65	50.0000000	130	-30830.0000000	32200.0000000	1370.0000000	20230
1	5	60	1.95	28	1	3	3	295.2539243	-77.1832085	-0.0026910	-1.5265981	-3.3119266	-8.7155963	4360.0000000	1	0.9657040	-4360.0000000	4	3	6	5	-5.0000000	0.9148775	-307.7777710	281.5789490	-1540.0000000	890.0000000	36	38	50.0000000	76	-11080.0000000	10700.0000000	-380.0000000	20226
1	6	40	1.50	24	12	12	0	163.3191985	5693.3180265	0.0522409	4.9106162	87.7425743	313.3663366	2020.0000000	1	1.7719512	-2020.0000000	8	8	4	6	119.4339623	1.5820994	-328.0000000	518.9285889	-1200.0000000	2000.0000000	25	28	52.8301887	53	-8200.0000000	14530.0000000	6330.0000000	20225
1	7	20	1.50	3	4	10	2	-68.8322032	2771.3008865	0.0295501	1.7053267	26.5249344	85.5643045	3810.0000000	1	1.3904192	-3810.0000000	6	5	6	6	60.3703704	0.9867492	-379.5454407	374.5161438	-1120.0000000	1520.0000000	22	31	57.4074074	54	-8350.0000000	11610.0000000	3260.0000000	20224
2	6	20	0.60	35	9	17	2	697.5178687	114.4789664	-0.0011636	-1.3111371	0.8735294	7.9411765	3400.0000000	1	1.0456081	-3400.0000000	5	5	5	4	10.0000000	1.5208846	-370.0000000	562.7272949	-1630.0000000	1550.0000000	16	11	40.7407407	27	-5920.0000000	6190.0000000	270.0000000	20222
1	2	40	0.90	12	8	19	2	7.8891240	11509.6244378	0.1057823	13.4479649	256.9783784	658.9189189	1850.0000000	1	2.9017161	-1850.0000000	7	7	4	15	190.4687500	1.6368654	-291.3636475	476.9230652	-1120.0000000	1630.0000000	22	39	60.9375000	64	-6410.0000000	18600.0000000	12190.0000000	20221
1	2	40	0.90	8	4	3	1	120.2105263	3851.8053616	0.0340121	2.8839268	41.5384615	230.7692308	1820.0000000	1	1.9150327	-1820.0000000	9	8	4	7	135.4838710	1.3830791	-353.0769348	488.3333435	-1060.0000000	1500.0000000	13	18	58.0645161	31	-4590.0000000	8790.0000000	4200.0000000	20217
2	4	20	2.55	13	15	9	2	3456.0526316	-0.1105980	-0.0002959	-1.1112190	0.4375000	3.1250000	2560.0000000	1	1.0156556	-2560.0000000	7	6	8	6	2.6666667	1.1607493	-319.3750000	370.7142944	-1630.0000000	1020.0000000	16	14	46.6666667	30	-5110.0000000	5190.0000000	80.0000000	20216
1	4	5	2.70	12	8	2	2	214.5327282	7346.9530602	0.0694330	5.9936244	107.8555241	220.1133144	3530.0000000	1	1.5311005	-3530.0000000	6	6	6	10	87.3033708	1.1873840	-385.0000000	457.1428528	-1790.0000000	1520.0000000	38	49	55.0561798	89	-14630.0000000	22400.0000000	7770.0000000	20215
2	5	45	3.00	29	5	13	3	-34.1022770	-1007.2078870	-0.0059594	-1.0678677	-1.8076923	-60.2564103	2340.0000000	1	0.4000000	-2340.0000000	8	12	2	2	-235.0000000	0.4000000	-783.3333130	313.3333435	-1740.0000000	500.0000000	3	3	50.0000000	6	-2350.0000000	940.0000000	-1410.0000000	20212
2	5	5	2.10	21	7	2	2	1679.8650472	-80.6935876	-0.0054430	-2.0726901	-2.2670300	-7.0844687	3670.0000000	1	0.9837804	-3670.0000000	6	6	5	3	-3.5135135	1.2604686	-390.9756165	492.8125000	-1000.0000000	1930.0000000	41	32	43.2432432	74	-16030.0000000	15770.0000000	-260.0000000	20207
1	1	5	2.85	12	9	5	1	248.4502371	4440.2197881	0.0405155	3.3488611	27.5858896	162.2699387	3260.0000000	1	1.8860972	-3260.0000000	10	10	5	7	160.3030303	1.7751503	-373.1250000	662.3529663	-900.0000000	1970.0000000	16	17	51.5151515	33	-5970.0000000	11260.0000000	5290.0000000	20203
2	7	45	2.85	6	7	14	1	-18.0090676	-259.3841918	-0.0084500	-1.8248175	-0.5816993	-58.1699346	1530.0000000	1	0.4733728	-1530.0000000	9	10	3	1	-178.0000000	1.8934911	-422.5000000	800.0000000	-990.0000000	800.0000000	4	1	20.0000000	5	-1690.0000000	800.0000000	-890.0000000	20202
2	2	20	0.90	19	10	13	1	-34.2783212	3165.0565089	0.0280941	0.7816398	36.4214876	140.0826446	2420.0000000	1	1.3222433	-2420.0000000	10	10	3	5	67.8000000	1.2205323	-438.3333435	535.0000000	-1160.0000000	2470.0000000	24	26	52.0000000	50	-10520.0000000	13910.0000000	3390.0000000	20201
1	2	40	2.70	9	9	15	3	-164.6447803	1288.6175990	0.0209621	0.4242311	8.9446494	74.5387454	2710.0000000	1	1.6474359	-2710.0000000	10	8	2	7	126.2500000	0.5491453	-780.0000000	428.3333435	-1540.0000000	1170.0000000	4	12	75.0000000	16	-3120.0000000	5140.0000000	2020.0000000	20199
2	5	5	0.90	27	19	10	1	-11162.4060150	-4.1930048	-0.0038531	-1.2155641	-0.4716981	-1.8867925	3710.0000000	1	0.9950635	-3710.0000000	10	10	5	4	-1.2280702	1.2736813	-443.1250000	564.4000244	-1680.0000000	1380.0000000	32	25	43.8596491	57	-14180.0000000	14110.0000000	-70.0000000	20198
1	2	35	1.50	16	10	8	0	42.5130919	11607.6635364	0.1110421	8.0273952	142.9082569	386.2385321	3270.0000000	1	2.2346041	-3270.0000000	8	9	4	6	217.7586207	1.2682888	-487.1428528	617.8378296	-1540.0000000	2100.0000000	21	37	63.7931034	58	-10230.0000000	22860.0000000	12630.0000000	20194
2	1	40	2.10	6	9	14	3	897.2234935	-308.7389925	-0.0021568	-1.6207838	-2.5617433	-11.1380145	4130.0000000	1	0.9352113	-4130.0000000	5	5	6	7	-10.9523810	0.7725658	-373.6842041	288.6956482	-1450.0000000	1160.0000000	19	23	54.7619048	42	-7100.0000000	6640.0000000	-460.0000000	20188
1	5	25	1.95	24	10	13	0	125.7723172	11758.0741459	0.1126329	7.6512011	186.7260274	434.2465753	2920.0000000	1	1.8948483	-2920.0000000	10	10	4	5	173.6986301	1.2338546	-506.0714417	624.4185791	-1280.0000000	2220.0000000	28	43	58.9041096	73	-14170.0000000	26850.0000000	12680.0000000	20187
3	5	10	2.70	2	2	2	1	0.0000000	-118.1691889	-0.0064928	-1.5616854	-0.9099526	-30.3317536	2110.0000000	1	0.7142857	-2110.0000000	10	10	5	2	-71.1111111	1.4285713	-373.3333435	533.3333130	-740.0000000	780.0000000	6	3	33.3333333	9	-2240.0000000	1600.0000000	-640.0000000	20181
1	4	10	1.35	18	14	15	0	-115.5737357	5390.9447283	0.0487555	3.2164418	43.9926471	141.9117647	4080.0000000	1	1.4327354	-4080.0000000	9	9	5	6	98.1355932	1.2940836	-477.8571472	618.3870850	-1270.0000000	1650.0000000	28	31	52.5423729	59	-13380.0000000	19170.0000000	5790.0000000	20180
3	5	10	2.55	14	17	2	2	80.2628896	5497.0551004	0.0580834	4.2840206	74.2637363	119.7802198	5460.0000000	1	1.2847192	-5460.0000000	6	6	7	6	53.6065574	1.2018341	-396.0344849	475.9677429	-2040.0000000	1930.0000000	58	62	50.8196721	122	-22970.0000000	29510.0000000	6540.0000000	20176
2	7	5	2.25	8	10	2	2	102.5051000	-377.1059517	-0.0016109	-1.0948905	-0.5512821	-55.1282051	780.0000000	1	0.2181818	-780.0000000	5	6	2	1	-143.3333333	0.4363636	-275.0000000	120.0000000	-360.0000000	120.0000000	2	1	33.3333333	3	-550.0000000	120.0000000	-430.0000000	20175
1	5	40	1.95	8	2	5	3	333.3901949	4077.4957866	0.0457054	2.8920101	66.4125000	158.1250000	3200.0000000	1	1.5452586	-3200.0000000	4	4	3	7	69.3150685	1.0669642	-320.0000000	341.4285583	-1540.0000000	2560.0000000	29	42	57.5342466	73	-9280.0000000	14340.0000000	5060.0000000	20174
1	3	25	2.10	28	1	1	1	83.9603477	9716.5956486	0.0869529	6.0866212	79.5000000	265.0000000	3800.0000000	1	2.1534937	-3800.0000000	10	10	2	5	205.5102041	1.2920963	-485.0000000	626.6666870	-1750.0000000	2150.0000000	18	30	61.2244898	49	-8730.0000000	18800.0000000	10070.0000000	20169
1	8	60	0.90	13	2	11	0	-435.5977030	1020.0110665	0.0298480	0.8848044	21.8070796	58.9380531	5650.0000000	1	1.2037944	-5650.0000000	8	8	3	4	47.5714286	1.0411195	-510.6250000	531.6216431	-1840.0000000	2110.0000000	32	37	52.8571429	70	-16340.0000000	19670.0000000	3330.0000000	20164
